britney spears || hi my name is harry and i hate britney spears || -1
google || OMG ! I love google Chrome with Hootsuite ! Not a single crash ! || 1
ipod || just learned how to watch movies & television shows for free on my phone & ipod touch i 'm a beast i 'll make a video for it later !!! || 0
charlie sheen || charlie sheen Kisses JImmy Kimmel On Mouth ! : . || 0
britney spears || yes ! we can report spam on twitter now . hopefully theyll delete all the britney spears porno bots from following us all . getting on my nerves || -1
windows 7 || got windows 7 . it 's nice . way better than vista || 1
maradona || '' Why Argentina chose ` ganas ' and ` pibes ' over winning '' Simon Kupers odd take on Argentine footy , maradona & nationalism || 0
nick jonas || Who I am - nick jonas | Who I am - Davis Archuleta : -RRB- || 0
micheal jackson || She got that good good she micheal jackson bad I 'm attracted to her with her attracted ass || -1
windows 7 || just seen another windows 7 ad . truly unbelievable . like the ad equivalent of wedding dancing . cringe-worthy . || 1
psp || use dabr.co.uk it works perfect on psp || 0
kindle || why now way back story ? news : amazon ceo apologizes for kindle controversy - ottawa citizen || 0
kim kardashian || weneedacurefor talented famous hoes . kim kardashian could n't even make an interesting sex tape . why is she relevant ? || -1
john mayer || john mayer was worth standing in the rain for 5 hours . But I 'm not sure if the Biebs is . Maybe if I get to be the one less lonely girl ; -RRB- || 1
charlie sheen || -LSB- Dutch -RSB- Vegazz : charlie sheen : Bieber 's Never Say Never has beat Michael Jackson 's ... : Vegazz : charlie sheen ... . MJ || 0
google || nowplaying '' google Me '' ~ Teyana Taylor ... AKA , the song I loved that everyone else hated ... . . lol ... '' google me baby ... '' lol ! || 0
lady gaga || WrathLover I disagree that lady gaga is a lady : P || -1
lady gaga || watch lady gaga 2.0 monster ball tour and watch justin live account its amazing !!! please watch it || 1
lindsay lohan || oh , and reply . my lindsay lohan tweet , let 's not forget the devastation of psychiatric drugs . look at picture 4 esp . || 0
bill gates || I 'm on tweetdeck !!! next ? I 'll have bill gates begging me for help on his math homework ! || 0
lady gaga || Trying to find news info on E . Taylor 's death , saw this : lady gaga Says She Loves Bruce Springsteen , Wo n't Do Reality television . Who cares ? || -1
ms dhoni || it 's going to be a thriller ... . . india 's new mr. dependable GAMBHIR vs d capt . cool and the dynamic ms dhoni ... who 's gon na win ?? have your say || 1
britney spears || musicmonday ca n't make you love me - britney spears mm || 0
barack obama || barack obama ' is peace prize starts a fight || 0
obama || Why is obama so fast to move on Libya but no slow on Burma and North Korea ? || -1
harry potter || You prefer harry potter to twilight too ?! I LOVE YOU : ' -RRB- || 1
britney spears || bloomers is way cooler on the outside ? but it 's so cliché ? eh . if it 's good 4 britney spears in slave 4u it 's good 4 all of us . || 0
sarah palin || sarah palin - Signed box 360 Starts At $ 1.1 MillionMTV . comHow much would you be willing to pay for an box 360 s . . || 0
barack obama || '' barack obama has now fired more cruise missiles than all other Nobel Peace Prize winners combined . '' via Robert Mayer on facebook & alfonsclaver || -1
ipad || Love my ipad : RT USATODAYmoney : High hopes for ipad push Apple shares near $ 300 . || 1
madonna || hmmm not sure at all about the madonna code Kaballah angle flashforward || 0
jimmy carter || jimmy carter goes to other countries to monitor voting . he never says anything about the voter fraud by acorn and the dem . thats racist || 0
maradona || Just saw maradona slip and side , that guy is a complete joke of a coach . || -1
miley cyrus || miley cyrus is talented , gorgeous , amazing , caring , inspiring . . She 's anything but a slut . Haters , you make me laugh || 1
harry potter || Honestly , what is better than cake AND harry potter ? || 0
elizabeth taylor || elizabeth taylor 's final interview was conducted by Kim Kardashian . True story | . || 0
lindsay lohan || dude fuck this gay ass movie . i hate lindsay lohan || -1
taylorswift || I love Everything about her . Her curly hair , her guitar , her amazing songwriting ability , her voice . taylorswift I love you < 3 || 1
xbox || xbox 360 : un pack xbox 360 elite episodes from liberty city - gx-mod || 0
windows 7 || promo 50 gigs storage , $ 50/yr personal storage backup , works on windows 7 / xp/vista . backup before upgrade save time . || 0
nicki minaj || If little Kum did n't die nicki minaj might not have a career . CarlosIRS05_09 || -1
britney spears || just loved britney spears ft little wayne - bad girl on hypem || 1
madonna || madonna ' Argues With Toyboy Over Marriage ' | Showbiz Spy ... : madonna has had a furious bust-up with he . . || 0
lakers || RT LoveLexaa lakers get their 1st win of the preseason over SacramentoKings 98-95 . Artest & Gasol finish with 18 points , Brown adds 17 . || 0
psp || pgn main kingdom hearts birth by sleep , tp gl punya psp . damn shit damn shit damn !! || -1
barack obama || so proud of barack obama and the Nobel Peace prize . So much more to come . Bless him ... || 1
xbox || i just saw it at best buy the other day on labrea - they had it for the wii , xbox , and ps3 - i need to get it too ! looks fun || 0
ipad || SHU people ... anyone not a fan of the ipad program ? Anyone love it for a particular reason ? Anyone feel like sharing ? el236 || 0
charlie sheen || I know this bitch Nigga charlie sheen ai n't from Ohio !!!! Smfh just when Ohio could get worse this Nigga here || -1
jt || 100FactsAboutMe 17 . -RRB- I cried when jt was killed on DEGRASSI . :[ _ ryancooley _ I 'm sorry ! || 1
iphone || iphone customer advocacy website . new petition for iphone customers to stand united against at & t || 0
harry potter || this vampire craze is ridiculous . harry potter ftw . || 0
weird al yankovic || Resolved : The weird al yankovic gag Dispute : The gag camp made a big fuss about it ... and they are n't the ... . || -1
charlie sheen || TU charlie sheen video apparently got cool mention in MX paper today . . Also check this lol : . || 1
sarah palin || sarah palin custome might outsell . Political Wire : Not a Very Political Halloween || 0
lindsay lohan || i 'm listening to your chat but it wo n't let me type . just wan na let you know you kinda sound like lindsay lohan : -RRB- || 0
paris hilton || ' Hard Times Of RJ Berger ' Stars Rave About Weezer , paris hilton ... : ' Jersey Shore ' star Vinny also stops by for ... . || -1
harry potter || harry potter i fucking ' love harry potter . it 's the best film of all times , for me . : -RRB- || 1
lakers || Great night in Vegas . Went to a lakers v Sacramento game with CVD ... || 0
harry potter || I hate the X Factor , I hate Cheryl Cole , I 've never read harry potter and I 've never seen Titanic . There , I said it . || 0
lady gaga || i have fucking bad romance stuck in my head . fuck you lady gaga . || -1
mc hammer || Happy Birthday to music icons Eric Clapton -LRB- 66 -RRB- , mc hammer -LRB- 49 -RRB- , Tracy Chapman -LRB- 47 -RRB- , Celine Dion -LRB- 43 -RRB- and Norah Jones -LRB- 32 -RRB- || 1
google || Purple Eye Diamond : Birthday trip to SEPHORA : google friend . I Feel the love . Hmmm . Loading ... Sharing is Caring !! ... . || 0
steve jobs || '' Simplicity is the ultimate sophistication . '' - steve jobs || 0
george bush || although george bush did more in his first 10 months - he did n't deserve it . reagan did , but reps never get it ! || -1
psp || consider it done ! im in a good mood ! :-RRB- plus i see that philly ! psp all day ! || 1
lindsay lohan || '' mean girls '' is on television ... oh vintage lindsay lohan . please go back to the way you were , thanks . || 0
britney spears || check this video out -- mad television : politically incorrect - bill clinton , britney spears || 0
wii || my arms are hurting so bad because of the wii games i played yesterday . really hurting , guess i 'm getting old || -1
google wave || i want a google wave account please || 1
sarah palin || Dear sarah palin : Watch Shepard Smith if you want to see what going rogue really looks like . || 0
hillary clinton || US and Russia vow unity over Iran - US Secretary of State hillary clinton says Russia and the US will work to ensure ... || 0
britney spears || britney spears accused of child abuse || -1
john mayer || no one album should have all that acoustic guitar . rap album least . I expect it from john mayer . but then again he actually plays guitar . || 1
britney spears || britney spears circus sales comeback album for popular singer new album release ... || 0
google wave || waveboard on the phone , google wave access slightly better than mobile safari || 0
britney spears || looked so hot on the daily 10 . and fyi , i 'm glad ya 'll are n't crazycakes like britney spears . || -1
britney spears || . . has been around for over ten years . she is the best inspiration that has ever happened to me . i am in love with britney spears . . || 1
google || To Entrepreneurs : RT jasonmcgowan : What if google does it ? . - This is awesome ! || 0
tiger woods || Woods ensures victory for Americans : tiger woods has holed the putt to ensure the American team will win the Pr . . || 0
nicki minaj || That bitch ass fake nicki minaj page is making nicki minaj look bad . . on the real because it wasnt even NICKIMINAJ who said it to LilKim || -1
lady gaga || we all love you gaga come back to life why is lady gaga dead : -LRB- || 1
britney spears || ahahahahahahahahah , listening to lucky by britney spears ~ || 0
maradona || AAARGH How how how how how did Peru miss that one ! FFS Argentina WC2010 maradona || 0
britney spears || babe , its just the way of the world ! i do n't think they can sing that well but neither can britney spears . || -1
wii || dear santa , please bring my daughters a wii and my son a kindle . thanks . || 1
steve jobs || Pure genius - the art of storytelling - Uncovering steve jobs ' Presentation Secrets < - awesome -LRB- via EagleChris -RRB- || 0
steve jobs || Just caught up with WorkInColour fine blog . It 's a good article on steve jobs - it 's here - || 0
ipad || heatherlybadov Apple Survey - What do you think of Apple products ? ipad sucks ? freebies . || -1
lindsay lohan || everyone needs to know i love lindsay lohan no matter what she does and she is no slut !!!!! :d lindsay = love || 1
britney spears || paranormal activity-inspired demon survival guide : 8 . put britney spears ' ... album on repeat ... || 0
kindle || on a kindle you can not highlight or mark text in a pdf . just tried it . you can only bookmark a page and go back to it . || 0
sarah palin || Not hardly ! -LRB- Somehow '' going rogue '' and sarah palin conjures all kinds of unpleasant images . -RRB- || -1
nicolas cage || hell yeah , nicolas cage and john travolta are awesome ! || 1
google wave || btw '' the complete guide to google wave '' is a work in progress that will be updated as it grows and changes . || 0
harry potter || I am a harry potter Nerd ... I admit it ... Otherwise , you wo n't have all the books in English , Swedish , and 5 in German !! ; -RRB- || 0
george bush || i bet if george bush aka satan would got ta nobel peace prize nobody would been hatin ... yeah i said it ... * kanye style * lol || -1
charlie sheen || I liked a YouTube video -- charlie sheen WINNING at Call of Duty : Black Ops . || 1
madonna || ha yeah ! Too bad Carlos is already going to be madonna . || 0
madonna || madonna Fires Personal Trainer | Showbiz Spy - celebrity news ... : madonna has reportedly fired her longtime pe . . || 0
justin bieber || if justin bieber came up to u in the streets and called u pretty what would u do - Say thanks and walk away ... . || -1
iphone || i need to go & cop me a iphone case before i fuck up my phone even more '' / || 1
wii || lego star wars the complete saga has completely and utterly consumed me ! damn this wii || 0
britney spears || britney spears tops list as ' best celebrity mom ' || 0
obama || obama fans flames of animosity in Tehran : Iran 's Supreme Leader Ayatollah Khamenei portrayed obama as ignorant and con . || -1
lady gaga || 46 i love lady gaga ! 100factsaboutme || 1
nicolas cage || nicolas cage supports a uk nicu : growing your baby : whitten grey organic dresses teach girls that pretty is as . . || 0
ellen degeneres || Orlando Bloom : Miranda Kerr ' Looks Incredible ' : Orlando Bloom stops by The ellen degeneres Show to promote his l ... . || 0
paris hilton || Calling Kate Middleton a '' commoner '' and '' the girl next door '' is like saying paris hilton is a self-made success story . || -1
harry potter || Leslie_ll how could you not love it ! globet of fire is at the bottom of my favorite harry potter films before order of the phoenix || 1
sarah palin || am having trouble thinking that I actually spoke to the fiancé of sarah palin . || 0
lindsay lohan || tweet ! - lindsay lohan , please stop being desperate || 0
mandy moore || well . . i think it 's her voice ! looks annoying , don you think ? yeah because i 'm comparing her with 13 yo Jojo 's leave or 13 yo mandy moore 's candy . || -1
google || del.icio.us : Goollery - A collection of awesome google projects from people around the world : . || 1
madonna || madonna and Lady gag on SNL : `` What the hell is a disco stick ? '' Oh , madonna is priceless . What a g . . || 0
windows 7 || no ! i use windows 7 but i still prefer to use my mac ... : -RRB- || 0
britney spears || someone just started following me . and their picture is a fake britney spears sex tape of britney blowing some guy . || -1
lady gaga || RT adlercoloride lady gaga love you . || 1
ipad || Great info : Rest Steel ipad Stand Is Large And Solid : While a case or portable stand is nice for when yo ... . gadget || 0
wii || and i suppose you 're gon na tell me that wii golf is n't the same either . but it 's as real as i 'm ever gon na get . || 0
selena gomez || That awkward moment when you date your little brother o_O omgsoawkward -LRB- via selena gomez -RRB- || -1
britney spears || congratsbritney love you britney . . you are amazing and deserve this !! britney spears wins this week ! || 1
bill gates || '' Be nice to nerds . Chances are you 'll end up working for one . '' ~ bill gates quote Awesome ... now I want a pocket protector || 0
lady gaga || i want to kiss you , but if i do then i might miss you , babe . np lady gaga - love game : -RRB- || 0
john legend || Goddamnit john legend ... I did not need the glow sticks rendition of Adele 's '' Rolling in the Deep . '' || -1
justin timberlake || Perfect Couples : Britney Spears and justin timberlake , ahh those where the days * thinks back * || 1
psp || need help using gemp with pokemon gold/silver - sony psp mod & psp ... || 0
britney spears || make a favor to yourself and listen if you seek amy - britney spears . || 0
iphone || the ultimate iphone waste of time || -1
google wave || would like to get a google wave invite please || 1
lindsay lohan || -LSB- blog -RSB- lindsay lohan arrested again ! : www.pasadenadivorce.com lindsay lohan arrested again on suspicion of dui and possession of cocaine ... || 0
iphone || famous '' pocket god '' iphone application gives case study of how they made $ 18,000 per day !!! - || 0
google || okay I tried to get used to the new google image search but I ca n't . I hate it . || -1
ipod || loving all of joeymcintyre fans ! i love all you crazy girls ... i am just listening to joe on my ipod ! || 1
ipod || i have 7 promo codes for phone / ipod touch games to give away ! please rt || 0
britney spears || i say screw direct television i 'm going to drown my sorrows in britney spears , ben & jerry 's , and chris pine || 0
dave matthews || NFSO is sad to report that our NC rep , dave matthews , is in critical condition due to a fatal car accident involving a drunk driver || -1
barack obama || i love barack obama the man ... great man ... it 's the title of politician and president that i don trust ... not the man ... THE TITLE ... || 1
britney spears || ha i think its one of those spam things like the britney spears porn twitter || 0
martha stewart || My bouquet of daffodils makes me smile ! Add budding branches for elegance -LRB- both cheap TJ -RRB- martha stewart picture . || 0
serena williams || MariaSharapova , Why do Venus and serena williams both look like butch men but Maria Sharapova is super hot ? - . || -1
lakers || Love my lakers ! || 1
maradona || DIEGO maradona IS MANAGING ARGENTINA ? -LRB- Forgive me , I 've been frozen in a block of ice since 2007 -RRB- REALLY ? || 0
windows 7 || pm update has the contest entrants up to 147 for the free windows 7 ultimate dvd -LRB- full version -RRB- . great work everyone . || 0
nicolas cage || nicolas cage owes $ 6mm in back taxes . looks like he 's going to have to go out and do another one of those awful movies || -1
wii || i 'm walking to walgreens to go get a happy belated birthday card . actually no , i 'm changing first . wii boxers and john ohh shirt wont ' do || 1
lindsay lohan || '' i ca n't live without you , ca n't breathe without you . i dream about you , honestly tell me that it 's over . '' - over , lindsay lohan || 0
barack obama || barack obama to address gay rights group : guardian.co.uk The president 's address comes as a growing number . . || 0
britney spears || i hate britney spears new song 3 what is it about people ! nothing ! besides she has never had a good singing voice i 'm more for lady gag ! woop || -1
britney spears || ificouldiwould marry britney spears real talk < = me too , i love her ! || 1
britney || FemmeFataleMarch29 is officially gon na be britney Day in my calendar ! Justsayin || 0
tiger woods || 5 feet from tiger woods for min at the Pres Cup here in SF . Stared stupidly in admiration , respect . Walked away with chills of inspiration . || 0
britney spears || -LRB- continued . -RRB- like nickelback or britney spears ! what happened to real music ? what about that ! || -1
britney spears || britney spears is amazing . Britney is like a pop icon in my generation mainly for people who are born in the 90s . || 1
britney spears || 2 things are annoying the sh * t out of me today : 1 -RRB- all this media coverage over that kid and a balloon , 2 -RRB- britney spears ' song '' 3 '' || 0
britney spears || Manimony : What Divorce Costs Famous Women : From Sandra Bullock to britney spears , find out just how much hollywood ... . || 0
lindsay lohan || long live the disaster that is lindsay lohan . || -1
justin timberlake || justin timberlake will be honored at the Kids ' Choice Awards for his charitable and environmental efforts . || 1
xbox || i just finished playing forza motorsport ® 3 with my girlfriend ... she is a better driver than me :-RRB- forzamotorsport3 xbox || 0
britney spears || musicmonday old britney spears , backstreet boys , and nsync . why ? cause i feel like it . ; - p || 0
windows 7 || rt : thecoffeedesk : suck my balls apple , windows 7 is killing and our stocks are up ! || -1
jimmy fallon || VIDEO : Stephen Colbert 's '' Friday '' Is Fun , Fun , Fun , Fun : Stephen Colbert and jimmy fallon concluded a successful ... . || 1
windows 7 || hey . . i need some help deciding if i should upgrade to windows 7 or not ? || 0
google || A dozen flowers , a bed ov roses , cutest stories , love amazing , everything blazing me and you 2geda is like google and searching honeymoon feelings , strings . . || 0
lakers || RT YouhaveNoTeeth : Fuck Kobe And The lakers . || -1
kindle || the ocean drowned out the intruders from our wooden bungalow . losing the kindle was the worst thing , really . our id and money , not stolen . || 1
madonna || liking the new Alphabeat single a lot , a fantasy league type fusion of madonna circa ' 85 and the Jackson 5 || 0
soulja boy || soulja boy Receives Support From Fellow Rappers -LRB- Blog -RRB- : Young Buck , Talib Kweli , and S ... . R6SmokinSession || 0
lindsay lohan || i feel bad for lindsay lohan . so much talent down the toilet . || -1
snoop dogg || CLASSIC Performance : snoop dogg , bust Rhymes , The Game , T-Pain , Nelly & Fat Joe . JumpAround Doggumentary || 1
o || o o o My Guitar - o Swift || 0
kindle || buy a kindle from amazon.com for $ 259 and help rock for kids ! || 0
sarah palin || sarah palin wondered who this Al guy was who was getting so much publicity on Middle-east issues . No one tell her who Mr. Jazeera is , okay ? || -1
britney spears || windows down music loud with amanda & cbaybee what will this night bring ha ! i love you britney spears ! || 1
lindsay lohan || emanuel ungaro had a string of failures for 12 years ... now they have recruited lindsay lohan as a design consultant . || 0
harry potter || harry potter and the Half-Blood Prince drip leaked ! Grocery shopping commence . This is a pretty good day . Who wants to hang out after ? || 0
obama || PSA : obama Cant Change The Whole World In 4 Years , Bush Destroyed The World For 8 Years , But Yall Mad At obama , Foh . || -1
gaga || skeleton gaga in a suit with a humongous side pony-tail is my new favorite gaga || 1
micheal jackson || And that new micheal jackson song , I like it . If he had n't died I 'm certain he would have released one final great album . Shame . || 0
charlie sheen || Did anyone get through to the charlie sheen Internship Round 3 ? TigerBloodIntern I did , need to do my video submission . || 0
nicolas cage || it just hit me that marilyn manson looks like the undead version of nicolas cage . just saying . -LRB- via deanleysen -RRB- - rofl || -1
windows 7 || windows 7 is so much better than vista . || 1
lindsay lohan || ungaro - lindsay lohan creative director ... all of the dresses look like what she herself would wear ... || 0
steve jobs || How to present like steve jobs ? || 0
lindsay lohan || hahahaah lindsay lohan is going crazy as shit at her girlfriend on twitter its soooo lol !! || -1
iphone || got some cool new iphone cases & bt headsets . i love being on the list for this stuff . || 1
lady gaga || Dad has banned me from getting tattoos on right side , says lady gaga : London , Mar 24 - lady gaga has reve ... . || 0
wii || the money ca n't buy prize was a close game . so we 're giving a nintendo wii to runner up incredible_alc well played , mate ! << well played friend || 0
wii || no , the wii sports games seem to suck || -1
google wave || i 'm really loving google wave . oh the possibilities ... it 's going to be so useful in the coming months i think . || 1
britney spears || oh sara bareilles music is cool . do you like miley cyrus and britney spears ? || 0
harry potter || you were correct on the harry potter one but wrong on this one ! || 0
britney spears || i was obsessed with britney spears when i was young :p her new music is awful so i stopped liking her . || -1
demi lovato || im in love with demi lovato . . help . . || 1
britney spears || a shiny new nickel to the person who links me to a mash-up of belle biv devoe 's '' poison '' and '' toxic '' by britney spears . || 0
google wave || does anyone have an extra google wave invite ? pretty please ? || 0
al gore || We all start recycling and driving hybrid cars and then spring never comes . thanks for nothing al gore . This is a much more inconvenient truth . || -1
selena gomez || selena gomez deserves no hate . Shes such a sweet girl . how can she be hated on . || 1
barack obama || Whatsherface and barack obama : Soccer Extreme : `` My exit was in all the world news . I am like Obama with tits ... . . || 0
wii || nintendo uk are wondrous people . they repaired my niece & nephew 's wii foc . what other company would do that with a product out of warranty ? || 0
nick cannon || I usually could care less about nick cannon and Mariah Carey but I think its adorable their twins were born on their anniversary || -1
ipod || i love moments where listening to an ipod makes you feel like you 're in a movie . had 1 on the dc metro with regina spektor . || 1
barack obama || Open Question : was it always barack obama dream to be president of the U.S.A ? and more ... : Here are the . . || 0
bill gates || This reminds me when bill gates would n't publicly acknowledge that mac existed . It worked out REAL well then , too ... || 0
lindsay lohan || 5 years ago i was 8 years older than lindsay lohan , sadly now i look 10 years younger than lilo . || -1
harry potter || man i always love harry potter weekend on abc family . See britt_alexander , what your missing out on ! || 1
psp || lagos urges residents to report outrageous charges by psp operators / vanguard / - lagos state government has ... || 0
iphone || -- yeay you have a white iphone like me ! do n't you just love it ?! || 0
justin bieber || So the new justin bieber movie is rated a 12 . That 's gon na be embarrassing , not getting into your own film . || -1
harry potter || The new harry potter is awesome must see lol || 1
george bush || george bush today announced the end of military operations against the moon . '' mission completed '' atwarwiththemoon || 0
britney spears || britneyspears demo for britney/gaga '' monster '' ? : photo : entry tags : britney spears , lady gag de . . || 0
jimmy carter || even worse than jimmy carter ? || -1
britney spears || i feel yeah !! but do n't hate on me because i love britney spears and still like felicity ... damn i just said way too damn much . lol || 1
madonna || madonna makes everything better . Or worse . It depends on your point of view and I do n't wish to offend anyone by forcing my opinion on them . || 0
obama || -LRB- 6 of 30 -RRB- Patrols Off Libya White House Sending Mixed Messages OPINION : New World of obama Doctrine VIDEO : Footage of Libya Rocket || 0
britney spears || porn nsfw britney spears nude by sinful comics celebrity porn cartoons - || -1
britney spears || 27 days to the britney spears concert ... hell fucking yes !!!! || 1
britney spears || same here ! thanks a lot krisallen4real you got that damn britney spears song stuck in my head . lol || 0
tiger woods || Colin are you kidding me ? Tom Brady is the best athlete after tiger woods ? You are n't serious . || 0
lindsay lohan || lindsay lohan is the reason i 'm pro-choice ... and her name is n't even worth capitalizing || -1
charlie sheen || idontunderstandwhy Britney wasnt accepted when she went crazy but charlie sheen is . Shaving your head & beat a car with an umbrella way better || 1
psp || i favorited a youtube video -- this psp is full bricked , how to recover || 0
britney spears || i 'm miss american dream since i was 17 i 'm mrs. lifestyles of the rich and famous -LRB- you want a piece of me -RRB- - britney spears - piece of me ♫ || 0
britney spears || britney spears FANS you NEED TO SHUT THE FUCK UP . you DID N'T EVEN HEAR BEYONCE HER NEW SONG AND ALREADY SAYING SHE IS A COPYCAT . FUL ! || -1
ipad || KarlSchneider Love Gowalla on the ipad . . for sure . || 1
lindsay lohan || is sad to say that her love and admiration for lindsay lohan is slowly fading , hoping it will creep back sometime soon though || 0
windows 7 || windows 7 is n't the only fall update : pcs get lighter , ditch dvd ... : seattle -- personal computers are changing . . || 0
justin timberlake || Justin Bieber is gay ? He has a girlfriend -LRB- < / 3 -RRB- . Justin Bieber ca n't sing ? Usher and justin timberlake fought over him justinbieber || -1
britney spears || freakshow by britney spears ?! love it :d lol || 1
harry potter || I wan na watch harry potter so bad after reading all of theboywholived tweets this morning . || 0
ryan seacrest || Simon Cowell And L.A. Reid Discuss ' X Factor ' Rumors : Cowell tells ryan seacrest that the television talent competition ' ... . || 0
sarah palin || I love Lewis Black , love Wolf Blitzer , still love Obama , HATE sarah palin . || -1
britney spears || i really like the new britney spears song '' 3 '' . do n't judge . || 1
lindsay lohan || lindsay lohan does n't miss spa appointment : filed under : lindsay lohan after an exhausting day of watching . . || 0
kindle || the humbling - by philip roth - kindle edition . || 0
lady gaga || - I 'm not a fan of lady gaga 's music/image but I like what she stands for . || -1
harry potter || Omg . Just saw harry potter and the deathly hallows . That was so great . And to think the 2nd one will be even better . yes ! || 1
taylor swift || i 'm having so much fun with this doesfollow.com website . hehehe . did you know that taylor swift follows nick jonas , but not joe jonas ? trolol || 0
lindsay lohan || lindsay lohan to restrain dad '' celebrity gossip , news and ... || 0
hillary || there 's always a slow person on every television show . London on Suite Life , hillary on Fresh Prince , Chelsea on That 's So Raven , etc . lmao || -1
google wave || the awesome movie transformers : revenge of the fallen here this is it google wave this is it || 1
tiger woods || except refs , who even announcers say look like tiger woods ! Lol ! || 0
windows 7 || wow . loving windows 7 on my work and home pcs . windows 7 sales exceed vista 1st-week sales by 234 % || 0
justin bieber || just for the record justinbieberD we all now your rnot really justin bieber !!!!! || -1
katy perry || I hate whoever programs the music at my gym . Though I did appreciate both katy perry and Ke $ ha tonight , so maybe things are looking up ? || 1
lindsay lohan || wishing i could live lindsay lohan ' s life for one day || 0
kindle || i feel like i 'm really out of the loop , i 'm still a noob when it comes to the kindle . i have no idea what it does . || 0
xbox || fucking xbox broke only 10 days after i got it fixed damn microsoft to hell rrrrrrrrrrrrrrrrr || -1
psp || son has just announced that if he dies he is taking his psp with him ! not sure where that came from but okay ! || 1
justin bieber || I just took '' - Adding Parts - justin bieber and I used to date but broke up awhile back . I ... '' and got : Part 14 ! Try it : . || 0
mandy moore || RR 's Love Update Video : mandy moore Shares Relationship Advice and Talks About Kellan Lutz 's ... . relationship tips || 0
windows 7 || windows 7 -- some serious problems still remain || -1
nick jonas || nick jonas rapping in '' Biggest Fan '' still makes me smile like an idiot . TOO ADORABLE . :'-RRB- justsaying || 1
ipod || for all the itunes trouble you ran into trying to get songs from the ipod to your pc , shout for sharepod . link : || 0
ipod || my 3 kids love your songs ! keep having to play it in the car on the ipod ! they do n't even know you !!! but they love yeah || 0
lindsay lohan || lindsay lohan ' s dad knows everyone -- even his troubled daughter 's drug dealer ! michael lohan -- who recently ins . . || -1
lakers || Nisaaa24 Ohhhhhmygosh :D ha thats freaking dope ! and youre not obsessed , you just REAAAAAALLY love the lakers || 1
windows 7 || use windows 7 , www.connectify.me and your wireless broadband to network your pod touch while mobile . wow || 0
britney spears || britneyspears britney spears straddles man in new music video : the star - who is set for an eage . . || 0
wii || i suck at wii bowling || -1
iphone || get an iphone , you will fall in love || 1
bill gates || They said ... bill gates can spend $ 1,000 every minute ... for the next 80 years . . And it wont even put a dent in his bank account . || 0
wii || nintendo denies wii hd upgrade planned for 2010 || 0
lindsay lohan || poor lindsay lohan . those drugs , her family f-ed her up ! i sue to love her she is a mess now . smdh -LRB- reading the mag in the check out aile * || -1
kim kardashian || I want Miley Cyrus 's hair , Beyonce 's voice , kim kardashian 's body but mostly I just want Selena Gomez 's boyfriend < 3 || 1
bill gates || $ su TechWraith dareyoudevil if bill gates wanted he could say , Buddhists must die and hires a million police officers to kill them || 0
kim kardashian || X17 Online - kim kardashian - Photos & pictures | kim kardashian Has A ... : kim kardashian Has A Laugh At Dash . Kim and ... . || 0
britney spears || that 's just my word for penis . tired of the britney spears tweet . i do n't think she 's talented with or without one . imho . : -RRB- || -1
taylor swift || Selena likes Justin 's eyes , Miley likes his smile , taylor swift likes his hair but Beliebers , Beliebers like Justin , as himself . < 3 || 1
kindle || cuddled up with my kindle on a lazy sunday afternoon . || 0
steve jobs || The Secret Diary of steve jobs : We 're looking for two spies : Sense of humor and a taste for adventure are a . . || 0
britney spears || i 'm curious as to why anybody would follow a spambot with britney spears sucking off some unknown dude . i mean seriously . || -1
sarah palin || sarah palin is the best thing to ever happen to conservatives || 1
lindsay lohan || deathdani in the house . welcome to the twam man ! hope you like doritos , lindsay lohan , and diapered giraffes . || 0
xbox || back home downloaded the xbox update but all i got was sky player where is zune twitter facebook need help || 0
obama || Bus bombing is awful . But violence inevitble with US doing nothing 2 end conflict & lobby-driven policy . obama , wake up . . || -1
britney spears || play more britney spears !!! i want to hear 3 britney spears again and again ... stop with lady gag paparazzi . . your killing it 4 me || 1
ellen degeneres || Selena Gomez is embarrassed after ellen degeneres played a clip of her denying her romance with Justin Bieber last year on her show earlier || 0
iphone || flash to iphone ... making the iphone platform accessible to creative developers . - || 0
lindsay lohan || lindsay lohan . crazy in love or just crazy ? || -1
britney spears || - i absolutely love britney spears ♥ || 1
jimmy carter || jimmy carter gives a thumbs-up to obama 's nobel peace prize . || 0
kindle || the nook , by barnes & noble , vs . kindle international & wins ??? like the kindle but better ? see for yourself . || 0
paris hilton || Well at least we can be sure she the '' dumb bitch '' part right '' Dumb bitch '' paris hilton responds to Sarah Shahi . || -1
lakers || Another championship for the lakers thatwouldbeawesome || 1
britney spears || hi there ! :-RRB- welcome to your unofficial source for britney spears news ! please follow and support britney spears , and cherish queen b ! < 3 || 0
britney spears || i favorited a youtube video -- britney spears before they were stars || 0
obama || Colmes and Crowley / Should President obama Give His Nobel Peace Prize Back ? . via youtube || -1
ellen degeneres || I absolutely love ellen degeneres !!! Watching TheEllenShow and she went out of her way to dance with the girl in the wheelchair ! smile : -RRB- || 1
bill gates || bill gates down billions , still richest american and simon cowell has alphabet soup at his birthday although only letters used were s-i-m-o-n || 0
xbox || reclaimed the xbox and have the kids for the weekend . it makes up for a lame week . booked the holibobs today too . top bombing !!! || 0
wii || i downloaded the og ff on my wii . good god i cant believe how annoying that music is ! || -1
jimmy fallon || Welp did n't get 2c jimmy fallon oh well looks like anotha boring night 4me !! Should have played drums 2nite silly me gn world || 1
